sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
Vincent ( 1989 ) illustrates the use of ARC/INFO and its NETWORK module for finding safe routes for chlorine transhipment on the road and rail systems of north-west England ( Pl. 10.2 ) .,0,14,find,verb,Discover or perceive by chance or unexpectedly.,Lindsey looked up to find Neil watching her
"The instructor hesitated , then said , Why not ?",0,5,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Instead , he rationalized his thoughts and justified himself Adam probably indeed , almost certainly knew nothing about the find in the pine wood , but Adam had once owned the house and had thus taken on a responsibility .",0,15,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Basically all of them are you know modernized .,0,6,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Hmm do n't think we 've ever been in,0,3,think,verb,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
They 've got an extra .,0,2,get,verb,Come to have (something); receive.,I got a letter from him the other day
"Are you coming with me , yeah !",0,2,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
"I thought you 'd finished your cake , have n't you finished ?",0,4,finish,verb,Bring (a task or activity) to an end; complete.,they were straining to finish the job
"As a result , he was able to create a symmetrical , monumental composition of great power .",0,8,create,verb,Bring (something) into existence.,he created a thirty-acre lake
"In the UK there is no equivalent , though the spate of disasters in the past 4 years ( involving over 1000 lives lost ) has led to several calls for such a national body to be established .",0,19,involve,verb,Have or include (something) as a necessary or integral part or result.,my job involves a lot of travelling
"The curtain was a dense , opaque greenish-yellow , and something was right behind it , a shape pressing against the humped plastic standing there looking down at him , half seen , half imagined .",0,34,imagine,verb,Form a mental image or concept of.,"she imagined him at his desk, his head in his hands"
Well We 've got to see what Mr says first wo n't we ?,1,5,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
"I 'm trying to reduce the number of business administrators : the fewer there are , the simpler the system and the cheaper it will be .",0,2,try,verb,Make an attempt or effort to do something.,he tried to regain his breath
"At first Buzz saw nothing , but then she gasped in horror .",0,9,gasp,verb,"Catch one's breath with an open mouth, owing to pain or astonishment.",a woman gasped in horror at the sight of him
Lord Justice Watkins said he agreed with reluctance .,0,5,agree,verb,Have the same opinion about something; concur.,I completely agree with your recent editorial
By the time he had rallied and got himself together and was thinking of things to say to the police it was too late and they were heading north .,0,27,head,verb,Be in the leading position on.,the St George's Day procession was headed by the mayor
you walk on crutches for the rest of your life .,0,1,walk,verb,"Move at a regular pace by lifting and setting down each foot in turn, never having both feet off the ground at once.",I walked across the lawn
"The character of the rocks , and their setting in the past geography at the time when they accumulated , diagnoses the climatic setting in which the extinct fauna lived , and climate imposes certain restraints on possible modes of life .",1,20,diagnosis,verb,,
"I mean that heater is not on full , not on full power .",0,1,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
He 's admitted to being a Liberal !,1,2,admit,verb,Confess to be true or to be the case.,the Home Office finally admitted that several prisoners had been injured
